,heading,rating,location,img_url,text
1113, 5. Ile Aux Cerfs ,-1,  Located in :   Ile Aux Cerfs  ,https://www.holidify.com/images/cmsuploads/compressed/ile_20190607160334.jpg," Ile aux Cerfs Island, also known as “Deer Island”, is a private island located near the east coast of Mauritius. There aren’t any deer left here, but it remains a hugely popular tourist spot for its beautiful beaches, lagoons, and wide variety of activities and facilities. With homestays and hotels available on the island, Ile aux Cerfs is ideal for both day trips and multiple-day stays. "
1114, 6. La Cuvette Beach ,-1,  Located in :   Grand Baie  ,https://www.holidify.com/images/cmsuploads/compressed/38dc9b95c755e6b73c251a6126324dd4_20180907144443_20180907145107.jpg," Situated on the north-west coast of Mauritius, the La Cuvette beach is close to the famous tourist town of Grand Baie, and plenty of tourists who stay in Grand Baie pop over to the La Cuvette beach to spend a lazy day soaking in the sun. More often than not, you will find locals of the area gathered on the beach, either for picnics or to spend a while by the ocean. The absence of coral reefs coupled with its clear waters adds an aesthetic touch to its beauty. Although there aren't any underwater activities that take place here, tourists are allowed to swim.  "
1115, 7. Le Morne Brabant ,"
4.3
 /5
",  Located in :   Le Morne Peninsula  ,https://www.holidify.com/images/cmsuploads/compressed/attr_1966_20191011113437.jpg, Mauritius' south-western tip is where the famous peninsular island of Le Morne Brabant can be found. It is distinguished by its basaltic monolith scaling up to 556 metres above the sea level and it itself covers an area of 30 acres of the peninsula. 
1116, 8. La Vallee des Couleurs Nature Park ,-1,Mauritius,https://www.holidify.com/images/cmsuploads/compressed/mountains-2751441_1920_20180821135622.jpg," Chamarel, a town that's home one of the unique geological formations all over the world, is a tiny hamlet nestled amidst the western hills of Mauritius. Chamarel's main tourist attraction is the La Vallee des Couleurs, which is one of the biggest tourist draws on this side of the island. Being the most intriguing tourist attraction on the island, the nature park is home to a variety of different natural attractions, the most famous of them being the 23 coloured earth.  "
1117, 9. Tamarind Waterfalls ,-1,Mauritius,https://www.holidify.com/images/cmsuploads/compressed/rty_20180906152202_20180906153458.jpg," Being a tropical island, Mauritius is home to not just beaches and lagoons, but a vast number of rivers and associated lakes, rivulets, and waterfalls as well. Being a popular tourist destination, the abundant natural attractions of the island might not be as untainted and untouched as they were even twenty years ago, but they’re still a sight for sore eyes. There are plenty of waterfalls scattered all over the island, and one of the most popular falls on the southwestern side of Mauritius is the Tamarind Falls. "
1118, 10. Trou Aux Biches ,"
3.6
 /5
",  Located in :   Trou Aux Biches And Mount Choisy  ,https://www.holidify.com/images/cmsuploads/compressed/attr_1972_20191003104732.jpg," A small town with a public beach situated on the North-Western coast of Mauritius, Trou aux Biches is a much-loved tourist destination. Literally translating to 'Deer's Watching Hole', Trou aux Biches, with its beachside hotels and classy restaurants bars is the most frequented tourist towns in Mauritius. "
1119, 11. Sir Seewoosagur Ramgoolam Botanical Garden ,"
3.6
 /5
",  Located in :   Port Louis  ,https://www.holidify.com/images/cmsuploads/compressed/attr_1973_20191003110519.jpg," Popularly famous by the name of Pamplemousses Botanical Garden and one of the most visited tourist attractions in Port Louis, the Sir Seewoosagur Ramgoolam Botanical Garden (SSR Botanical Garden) is the largest Botanical Garden in Mauritius. "
1120, 12. Scuba Diving in Mauritius ,-1,Mauritius,https://www.holidify.com/images/cmsuploads/compressed/diving-496847_1920_20180912100927_20180912101343.jpg," Scuba diving in Mauritius provides a gorgeous view of shallow ocean waters. The world's coral reefs have been affected by bleaching and increasing temperatures, but the reefs of Mauritius stand out as an exception. "
1121, 13. Eureka House ,"
3.7
 /5
",  Located in :   Central Plateau  ,https://www.holidify.com/images/cmsuploads/compressed/attr_1971_20191010125531.jpg, Eureka House is a 19th century Creole-style house built in 1830 by the banks of the Mauritian river Moka. It is one of the island’s most visited historical sites and is totally loved by the tourists. 
1122, 14. Blue Bay Marine Park ,-1,  Located in :   Mahebourg  ,https://www.holidify.com/images/cmsuploads/compressed/25114554500_ba505a831c_b_20180710160503.jpg," Located near Mahebourg and off the south-east coast of Mauritius, the Blue Bay Marine Park is renowned for its coral gardens, harbouring numerous varieties of flora and fauna and experience the marine life by going for sea diving.  "
1123, 15. Grand Baie Beach ,-1,  Located in :   Grand Baie  ,https://www.holidify.com/images/cmsuploads/compressed/16180254339_fffea02ea6_b_20180904114626.jpg," Located in the town of Grand Baie, the Grand Baie Beach is one of the shortest beaches in the North Bay of Mauritius. There are numerous tour operators and tourist shops in the area along with the accommodation facilities of all standards. During the peak season, Grand Baie witnesses a massive footfall and for an apparent reason, the entire area is planned to maintain the touristy vibe. There are public places like Sunset Boulevard and Dodo Square which exemplify the tourist inclination in Grand Baie.  "
1124, 16. Kitesurfing in Mauritius ,-1,Mauritius,https://www.holidify.com/images/cmsuploads/compressed/16852038228_c56092dda6_b_20180829094912.jpg," Kitesurfing in Mauritius has gained quite some popularity in recent years. This water sport is a perfect combination of all the other extreme water sports like surfing, paragliding, snowboarding and skateboarding. "
1125, 17. Pereybere Beach ,-1,  Located in :   Grand Baie  ,https://www.holidify.com/images/cmsuploads/compressed/54276_20180820123958.jpg," Located on the northern side of Mauritius, Pereybere beach is one of the most famous beaches near Grand Baie, with plenty of decent, affordable hotels and resorts lining the beach and the area around it. "
1126, 18. Trekking and Hiking in Mauritius ,-1,  Located in :   Port Louis  ,https://www.holidify.com/images/cmsuploads/compressed/hiking-trip-pouce-mountain-half-day(2)_20180730134148.jpg," Known for its hilly terrain from a volcanic origin, Mauritius is widely popular among tourists for the different hiking possibilities all over the island. Hiking and Trekking in Mauritius with a combination of challenging trails through rough terrains is just tough to resist for any adventure lover. The vibrant island nation has some breathtaking locations to explore and embrace nature up-close. "
1127, 19. Flic en Flac ,-1,  Located in :   Flic En Flac  ,https://www.holidify.com/images/cmsuploads/compressed/287383_20180820115047.jpg," Flic en Flac, which was once an idyllic little beach town, is one of the most popular tourist areas in Mauritius second to Grand Baie. With its name translating to 'Free and Flat Land', which used to be an old Dutch proverb, Flic en Flac originally started out as a fishing village which was a hunting ground for wild birds and ducks. "
1128, 20. Rodrigues Island ,-1,  Located in :   Port Mathurin And Around  ,https://www.holidify.com/images/cmsuploads/compressed/Rodrigues-3B9HB-DXNews_20180720124810.jpg," Located around 650 kilometres off the east coast of Mauritius, right in the middle of the Indian Ocean, Rodrigues is a tiny exotic island surrounded by the ocean on all sides. With lush green slopes everywhere, the island is inexplicably beautiful and secluded. The island is a volcanic outcrop located a sizeable distance away from the mainland and is surrounded by a shimmering turquoise lagoon that abounds in more marine life than you can find on the entire mainland. "
